,name,hometown,high school,school,name text,hometown text,high school text,school text,sport,college
4,martín juan,"General Villegas, Argentina",N/A,SEADEA,Last Name,Hometown,N/A,Last School,mens tennis,tcu
5,nuñez guillermo,"Santiago, Chile",N/A,,Last Name,Hometown,N/A,Last School,mens tennis,tcu
6,roldan eduardo,"Mexico City, Mexico",N/A,Saddlebrook Prep,Last Name,Hometown,N/A,Last School,mens tennis,tcu
7,rybakov alex,"Coral Springs, Fla.",N/A,,Last Name,Hometown,N/A,Last School,mens tennis,tcu
8,stalder reese,"Costa Mesa, Calif.",N/A,Newport Harbour HS,Last Name,Hometown,N/A,Last School,mens tennis,tcu
0,aristegui mercedes,"Pais Vasco, Spain",N/A,,Last Name,Hometown,N/A,Last School,womens tennis,tcu
1,cveticanin aleksa,"Brisbane, Australia",N/A,,Last Name,Hometown,N/A,Last School,womens tennis,tcu
2,kennedy stevie,"Bonita Springs, Fla.",N/A,,Last Name,Hometown,N/A,Last School,womens tennis,tcu
3,norris marie,"Burdett, Kan.",N/A,Florida Virtual School,Last Name,Hometown,N/A,Last School,womens tennis,tcu
4,paulus kate,"Leawood, Kan.",N/A,,Last Name,Hometown,N/A,Last School,womens tennis,tcu
0,andrews jostyn,"Dallas, Texas",N/A,Skyline,Last Name,Hometown,N/A,Last School,mens track,tcu
1,brokmeyer dylan,"Cypress, Texas",N/A,Cypress Ranch,Last Name,Hometown,N/A,Last School,mens track,tcu
2,brown matthew,"Dallas, Texas",N/A,St. Mark's School of Texas,Last Name,Hometown,N/A,Last School,mens track,tcu
3,butz henry,"Fort Worth, Texas",N/A,All Saints' Episcopal,Last Name,Hometown,N/A,Last School,mens track,tcu
4,camp ryan,"Lawrenceville, Ga.",N/A,Archer,Last Name,Hometown,N/A,Last School,mens track,tcu
5,caplinger kelby,"Lebanon, Ohio",N/A,Lebanon HS,Last Name,Hometown,N/A,Last School,mens track,tcu
6,ekpo dekan,"Beavercreek, Ohio",N/A,Beavercreek,Last Name,Hometown,N/A,Last School,mens track,tcu
7,ferguson emeilo,"Kingston, Jamaica",N/A,Southwest Christian College,Last Name,Hometown,N/A,Last School,mens track,tcu
8,flores ii larry,"Glenwood Springs, Colo.",N/A,Glenwood Springs HS,Last Name,Hometown,N/A,Last School,mens track,tcu
9,flowers darrion,"Arlington, Texas",N/A,Arlington Sam Houston,Last Name,Hometown,N/A,Last School,mens track,tcu
10,hicks brendon,"Dallas, Texas",N/A,Dallas Baptist University,Last Name,Hometown,N/A,Last School,mens track,tcu
11,lacomble robbie,"Mountain View, Calif.",N/A,St. Francis,Last Name,Hometown,N/A,Last School,mens track,tcu
12,lacour patrick,"Metairie, La.",N/A,Jesuit,Last Name,Hometown,N/A,Last School,mens track,tcu
13,maloka lebogang,"Pretoria, South Africa",N/A,University of Johannesburg,Last Name,Hometown,N/A,Last School,mens track,tcu
14,mapaya chengetayi,"Harare, Zimbabwe",N/A,St. George's College,Last Name,Hometown,N/A,Last School,mens track,tcu
15,martinez fernando,"Mexico City, Mexico",N/A,,Last Name,Hometown,N/A,Last School,mens track,tcu
16,matiyenga tinotenda,Zimbabwe,N/A,,Last Name,Hometown,N/A,Last School,mens track,tcu
17,mcadoo adam,"Fort Worth, Texas",N/A,Nolan Catholic,Last Name,Hometown,N/A,Last School,mens track,tcu
18,mcclanahan kevin,"Erie, Colo.",N/A,Erie,Last Name,Hometown,N/A,Last School,mens track,tcu
19,mcguigan fellan,"London, England",N/A,Bishophaltom,Last Name,Hometown,N/A,Last School,mens track,tcu
20,miller jalen,"Tunica, Miss.",N/A,Rosa Fort,Last Name,Hometown,N/A,Last School,mens track,tcu
21,mokaleng derrick,South Africa,N/A,University of Johannesburg,Last Name,Hometown,N/A,Last School,mens track,tcu
22,newton scotty,"Bakersfield, Calif.",N/A,Bakersfield,Last Name,Hometown,N/A,Last School,mens track,tcu
23,ogwo emmanuel,"Mesquite, Texas",N/A,University of Iowa,Last Name,Hometown,N/A,Last School,mens track,tcu
24,reichner aaron,"San Diego, Calif.",N/A,Del Norte High School,Last Name,Hometown,N/A,Last School,mens track,tcu
25,rogers isaiah,"Smyrna, Ga.",N/A,Campbell,Last Name,Hometown,N/A,Last School,mens track,tcu
26,sanchez justin,"Saginaw, Texas",N/A,W.E. Boswell,Last Name,Hometown,N/A,Last School,mens track,tcu
27,stanley payton,"Westfield, Ind.",N/A,Guerin Catholic,Last Name,Hometown,N/A,Last School,mens track,tcu
0,aitken lexi,"Clinton, Ontario",N/A,St. Anne's Catholic,Last Name,Hometown,N/A,Last School,womens track,tcu
1,baker elizabeth,"Cohasset, Mass.",N/A,Notre Dame Academy,Last Name,Hometown,N/A,Last School,womens track,tcu
2,barth erin,"Newport Beach, Calif.",N/A,Newport Harbor,Last Name,Hometown,N/A,Last School,womens track,tcu
3,brooks yasmin,"Harrisburg, Penn.",N/A,Susquehanna Township,Last Name,Hometown,N/A,Last School,womens track,tcu
4,crawford kennedy,"Atlanta, Ga.",N/A,North Springs HS,Last Name,Hometown,N/A,Last School,womens track,tcu
5,davis jaden,"Memphis, Tenn.",N/A,Hutchinson,Last Name,Hometown,N/A,Last School,womens track,tcu
6,fairchild kelly,"Wrightwood, Calif.",N/A,Serrano,Last Name,Hometown,N/A,Last School,womens track,tcu
7,glenn hope,"Roswell, Ga.",N/A,Pope HS,Last Name,Hometown,N/A,Last School,womens track,tcu
8,hamel molly,"Avon, Conn.",N/A,Avon HS,Last Name,Hometown,N/A,Last School,womens track,tcu
9,heard kayla,"Jacksonville, Fla.",N/A,Stanton College Prep,Last Name,Hometown,N/A,Last School,womens track,tcu
10,hicks nicole,"Phoenix, Ariz.",N/A,Desert Vista,Last Name,Hometown,N/A,Last School,womens track,tcu
11,johnston kirsten,"Mont Belvieu, Texas",N/A,Barbers Hill,Last Name,Hometown,N/A,Last School,womens track,tcu
12,kittleman eloise,"McAllen, Texas",N/A,McAllen,Last Name,Hometown,N/A,Last School,womens track,tcu
13,mandel evelyn,"Temecula, Calif.",N/A,Great Oak HS,Last Name,Hometown,N/A,Last School,womens track,tcu
14,miles leilyn,"Justin, Texas",N/A,Byron Nelson,Last Name,Hometown,N/A,Last School,womens track,tcu
15,minnick mackenzie,"Franklin, Tenn.",N/A,Mercer University,Last Name,Hometown,N/A,Last School,womens track,tcu
16,oliver briona,"Mansfield, Texas",N/A,Mansfield Summit,Last Name,Hometown,N/A,Last School,womens track,tcu
17,payne renee,"Tempe, Ariz.",N/A,Corona del Sol,Last Name,Hometown,N/A,Last School,womens track,tcu
18,ries chyna,,N/A,,Last Name,Hometown,N/A,Last School,womens track,tcu
19,shue kendahl,"Boerne, Texas",N/A,Boerne Champion,Last Name,Hometown,N/A,Last School,womens track,tcu
20,suarez emily,"Edinburg, Texas",N/A,Johnny Economedes,Last Name,Hometown,N/A,Last School,womens track,tcu
21,sullivan bailey,"Lawrence, Kan.",N/A,Lawrence Free State,Last Name,Hometown,N/A,Last School,womens track,tcu
22,tilly dominique,"New Braunfels, Texas",N/A,Canyon,Last Name,Hometown,N/A,Last School,womens track,tcu
23,tomaini lindsay,"Naples, Fla.",N/A,Community School of Naples,Last Name,Hometown,N/A,Last School,womens track,tcu
24,trought brittney,"Aledo, Texas",N/A,Aledo,Last Name,Hometown,N/A,Last School,womens track,tcu
25,wright emily,"Hambrook, England",N/A,,Last Name,Hometown,N/A,Last School,womens track,tcu
0,mccall élan,"Leander, Texas",N/A,Rouse HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
1,kozer ashley,"Norton, Ohio",N/A,Loyola Maryland,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
2,langs sarah,"Fairview, Texas",N/A,Lovejoy HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
3,dilfer tori,"San Jose, Calif.",N/A,Valley Christian HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
4,buckingham abigail,"San Antonio, Texas",N/A,Churchill HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
5,walsh anna,"Grapevine, Texas",N/A,Virginia,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
6,dennison dani,"Huntington Beach, Calif.",N/A,Edison HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
7,deaton allye beth,"Waco, Texas",N/A,Midway HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
8,baker berklie,"Dallas, Texas",N/A,Trinity Christian HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
9,clark katie,"Arlington, Texas",N/A,Arlington HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
10,martin ashleigh,"McKinney, Texas",N/A,McKinney Boyd HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
11,maclean lexi,"Frisco, Texas",N/A,Arizona State,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
12,valle paty,"Guasave, Sinaloa, Mexico",N/A,Preparatoria José Vasconcelos,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
13,novak calli,"Georgetown, Texas",N/A,East View HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
14,martin makena,"Newport Beach, Calif.",N/A,Mater Dei HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
15,wehrstein ashley,"Rockford, Ill.",N/A,Keith Country Day School,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
16,waggle ashley,"Dripping Springs, Texas",N/A,Dripping Springs HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
17,swanson sarah,"Elkhorn, Neb.",N/A,Elkhorn South HS,Last Name,Hometown,N/A,Last School,womens volleyball,tcu
0,bledsoe jensyn,"Pinehurst, Texas",N/A,Homeschooled,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
1,scheel molly,"Phoenix, Ariz.",N/A,Xavier College Preparatory,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
2,doyle claire,"Atlanta, Ga.",N/A,The Lovett School,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
3,greene jaelyn,"Mission Viejo, Calif.",N/A,Saddleback Valley Christian School,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
4,sassin brooke,"San Antonio, Texas",N/A,Kansas State,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
5,westendorff jordan,"Dallas, Texas",N/A,Highland Park HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
6,wieser kristy,"Lincoln, Neb.",N/A,Chattanooga,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
7,arellano avery,"Lucas, Texas",N/A,Lovejoy HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
8,borowski madison,"Austin, Texas",N/A,South Carolina,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
9,hill haven,"Ventura, Calif.",N/A,Saint Bonaventure HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
10,rogers hannah,"Santa Ynez, Calif.",N/A,Santa Ynez HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
11,terral jordan,"Encinitas, Calif.",N/A,La Costa Canyon HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
12,canales olivia,"Lexington, Ky.",N/A,Paul Laurence Dunbar HS,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
13,house cassie,"Rio Rancho, NM",N/A,New Mexico,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
14,bergeson jillian,"Friendswood, Texas",N/A,Pepperdine,Last Name,Hometown,N/A,Last School,womens beach volleyball,tcu
0,benedict nicholle,"Sewickley, Pa.",N/A,Quaker Valley HS,Last Name,Hometown,N/A,Last School,womens rifle,tcu
1,garner rachel,"Celina, Texas",N/A,Home Schooled,Last Name,Hometown,N/A,Last School,womens rifle,tcu
2,grabowski ariana,"Beaver, Pa.",N/A,Beaver Area HS,Last Name,Hometown,N/A,Last School,womens rifle,tcu
3,haag emily,"Harwood, N.D.",N/A,,Last Name,Hometown,N/A,Last School,womens rifle,tcu
4,kimbell rachel,"Jackson, Ga.",N/A,,Last Name,Hometown,N/A,Last School,womens rifle,tcu
5,lutz casey,"Meridian, Idaho",N/A,,Last Name,Hometown,N/A,Last School,womens rifle,tcu
6,marsh elizabeth,"Searcy, Ark.",N/A,,Last Name,Hometown,N/A,Last School,womens rifle,tcu
7,miles mindy,"Weatherford, Texas",N/A,Weatherford HS,Last Name,Hometown,N/A,Last School,womens rifle,tcu
8,miller catherine,"Memphis, Tenn.",N/A,,Last Name,Hometown,N/A,Last School,womens rifle,tcu
9,ray barrett,"Albert, N.M.",N/A,Mosquero Municipal HS,Last Name,Hometown,N/A,Last School,womens rifle,tcu
0,adams adrianna,"Oakdale, Calif.",N/A,Big Valley Christian School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
1,albaugh jocelyn,"McLean, Va.",N/A,Madeira School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
2,albrecht abigail,"Austin, Texas",N/A,Westlake High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
3,anderson laska,"Leitchfield, Ky.",N/A,Grayson County High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
4,andrews bella,"Aspen, Colo.",N/A,Basalt High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
5,barnes nikola,"Rancho Murieta, Calif.",N/A,St. Francis Catholic High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
6,baxter isabella,"Wright City, Mo.",N/A,University of Nebraska Online High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
7,benes cydney,"Boca Raton, Fla.",N/A,Auburn,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
8,beneson alex,"Columbus, Ohio",N/A,Olentangy Liberty High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
9,camp mary katherine,"Longview, Texas",N/A,Longview High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
10,cerino olivia,"Redmond, Wash.",N/A,East Side Catholic High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
11,cook jamie,"Fort Collins, Colo.",N/A,Fossil Ridge High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
12,devencenty natalia,"Pueblo, Colo.",N/A,Laurel Springs High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
13,dittrich claire,"Tilden, Neb.",N/A,Elkhorn Valley High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
14,edwards emma,"Issaquah, Wash.",N/A,Issaquah High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
15,ferrante josie,"Somis, Calif.",N/A,Newbury Park High,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
16,fink ally,"Coronado, Calif.",N/A,Coronado High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
17,geelan lily,"Maple Plain, Minn.",N/A,Minnesota Connections Academy,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
18,geisman cammi,"Wentzville, Mo.",N/A,University of Missouri High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
19,gill patty,"El Dorado Hills, Calif.",N/A,Oak Ridge High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
20,gillespie andersen,"McCook, Neb.",N/A,McCook High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
21,gonzalez brianna,"Pearland, Texas",N/A,St. Agnes Academy,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
22,harrigan kathleen,"Knoxville, Tenn.",N/A,West High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
23,hauter anna,"Marshall, Ill.",N/A,Marshall High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
24,henningsen janelle,"Centennial, Colo.",N/A,Valor Christian High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
25,hurd elena,"Wilmington, Del.",N/A,Tatnall School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
26,huston marah,"Harrisonville, Pa.",N/A,McConnellsburg High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
27,jones kassi,"Williamstown, Pa.",N/A,Williams Valley High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
28,lombard carly,"Loveland, Colo.",N/A,Loveland High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
29,lundquist lucie,"Seattle, Wash.",N/A,The Overlake School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
30,matson brooke,"Honolulu, Hawaii",N/A,Kaiser High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
31,may courtney,"Austin, Texas",N/A,Hyde Park High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
32,mckim elizabeth,"Wilmington, NC",N/A,Laurel Springs School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
33,mootz josie,"Cottage Grove, Ore.",N/A,Cottage Grove High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
34,morris meloney,"Memphis, Tenn.",N/A,Germantown High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
35,rast raegan,"Stilwell, Kan.",N/A,Blue Valley Southwest High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
36,redd misty,"Topeka, Kan.",N/A,Washburn Rural High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
37,reed mg,"Batesville, Miss.",N/A,Delta Academy,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
38,rogers drew,"Bakersfield, Calif.",N/A,Auburn,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
39,smith skylar,"Ridgway, Colo.",N/A,Telluride High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
40,taylor jada,"Washington, D.C.",N/A,The Grier School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
41,upshaw grace,"Memphis, Tenn.",N/A,Hutchison School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
42,weatherly wynne,"Charlotte, N.C.",N/A,Myers Park High School,Last Name,Hometown,N/A,Last School,womens equestrian,tcu
