,name,hometown,high school,school,name text,hometown text,high school text,school text,sport,college
69,J.B. Butler,"Plainfield, Ill. / Joliet Catholic","Plainfield, Ill. / Joliet Catholic","Plainfield, Ill. / Joliet Catholic",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
70,Jason Goosen,"Virginia Beach, Va. / Tallwood","Virginia Beach, Va. / Tallwood","Virginia Beach, Va. / Tallwood",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
71,Jared Thomas,"Indianapolis, Ind. / Cathedral","Indianapolis, Ind. / Cathedral","Indianapolis, Ind. / Cathedral",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
72,Nik Urban,"Willoughby, Ohio / Willoughby South","Willoughby, Ohio / Willoughby South","Willoughby, Ohio / Willoughby South",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
73,Willy Boatman,"Denver, Colo. / Kent Denver School","Denver, Colo. / Kent Denver School","Denver, Colo. / Kent Denver School",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
74,Wyatt Blake,"Crystal Lake, Ill. / Crystal Lake Central","Crystal Lake, Ill. / Crystal Lake Central","Crystal Lake, Ill. / Crystal Lake Central",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
75,Charlie Schmidt,"Libertyville, Ill. / Libertyville","Libertyville, Ill. / Libertyville","Libertyville, Ill. / Libertyville",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
76,Rashawn Slater,"Sugar Land, Texas / Clements","Sugar Land, Texas / Clements","Sugar Land, Texas / Clements",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
77,Tommy Doles,"Grand Rapids, Mich. / Grand Rapids Christian","Grand Rapids, Mich. / Grand Rapids Christian","Grand Rapids, Mich. / Grand Rapids Christian",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
78,Blake Hance,"Jacksonville, Ill. / Jacksonville","Jacksonville, Ill. / Jacksonville","Jacksonville, Ill. / Jacksonville",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
79,Gunnar Vogel,"Columbus, Ohio / Westerville South","Columbus, Ohio / Westerville South","Columbus, Ohio / Westerville South",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
80,Payne He'Bert,"Pearland, Texas / Dawson","Pearland, Texas / Dawson","Pearland, Texas / Dawson",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
81,Ethan Wiederkehr,"Wading River, N.Y. / Shoreham-Wading River","Wading River, N.Y. / Shoreham-Wading River","Wading River, N.Y. / Shoreham-Wading River",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
82,Jesse Meyler,"Toronto, Ontario / Episcopal (Va.)","Toronto, Ontario / Episcopal (Va.)","Toronto, Ontario / Episcopal (Va.)",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
83,Sam Stovall,"Chattanooga, Tenn. / Notre Dame High School","Chattanooga, Tenn. / Notre Dame High School","Chattanooga, Tenn. / Notre Dame High School",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
84,Trey Pugh,"Plain City, Ohio / Jonathan Adler","Plain City, Ohio / Jonathan Adler","Plain City, Ohio / Jonathan Adler",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
85,Ramaud Chiaokhiao-Bowman,"Minneapolis, Minn. / Breck","Minneapolis, Minn. / Breck","Minneapolis, Minn. / Breck",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
86,Braeden Heald,"Easthampton, Mass. / Williston Northampton","Easthampton, Mass. / Williston Northampton","Easthampton, Mass. / Williston Northampton",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
87,Alex Oelsner,"Niwot, Colo. / Niwot","Niwot, Colo. / Niwot","Niwot, Colo. / Niwot",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
88,Trent Goens,"Chino Hills, Calif. / Chino Hills","Chino Hills, Calif. / Chino Hills","Chino Hills, Calif. / Chino Hills",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
89,Will Lansbury,"Pebble Beach, Calif. / Stevenson","Pebble Beach, Calif. / Stevenson","Pebble Beach, Calif. / Stevenson",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
90,Cameron Green,"Buffalo Grove, Ill. / Stevenson","Buffalo Grove, Ill. / Stevenson","Buffalo Grove, Ill. / Stevenson",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
91,Jackson Tirmonia,"Canton, Ohio / Jackson","Canton, Ohio / Jackson","Canton, Ohio / Jackson",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
92,Cody Link,"Madison, Wis. / Edgewood","Madison, Wis. / Edgewood","Madison, Wis. / Edgewood",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
93,Raymond Niro III,"Barrington, Ill. / Barrington","Barrington, Ill. / Barrington","Barrington, Ill. / Barrington",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
94,Eric Eshoo,"Chicago, Ill. / Loyola Academy","Chicago, Ill. / Loyola Academy","Chicago, Ill. / Loyola Academy",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
95,Mason Suitt,"Fort Worth, Texas / All Saints Episcopal School","Fort Worth, Texas / All Saints Episcopal School","Fort Worth, Texas / All Saints Episcopal School",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
96,Bennett Skowronek,"Fort Wayne, Ind. / Homestead","Fort Wayne, Ind. / Homestead","Fort Wayne, Ind. / Homestead",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
97,Charlie Mangieri,"Peoria, Ill. / Dunlap","Peoria, Ill. / Dunlap","Peoria, Ill. / Dunlap",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
98,Jake Genyk,"Middleton, Wis. / Middleton","Middleton, Wis. / Middleton","Middleton, Wis. / Middleton",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
99,Jake Saunders,"Loveland, Ohio / Loveland","Loveland, Ohio / Loveland","Loveland, Ohio / Loveland",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
100,Samdup Miller,"Houston, Texas / Stratford","Houston, Texas / Stratford","Houston, Texas / Stratford",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
101,Fred Wyatt,"Lawrence, Kan. / Free State","Lawrence, Kan. / Free State","Lawrence, Kan. / Free State",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
102,Joe Spivak,"Darien, Ill. / Montini Catholic","Darien, Ill. / Montini Catholic","Darien, Ill. / Montini Catholic",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
103,Tommy Carnifax,"Warren, Ohio / Howland","Warren, Ohio / Howland","Warren, Ohio / Howland",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
104,Ben Oxley,"Avon Lake, Ohio / Avon Lake","Avon Lake, Ohio / Avon Lake","Avon Lake, Ohio / Avon Lake",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
105,Alex Miller,"Houston, Texas / Stratford","Houston, Texas / Stratford","Houston, Texas / Stratford",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
106,Trevor Kent,"Pittsburg, Kan. / Pittsburg","Pittsburg, Kan. / Pittsburg","Pittsburg, Kan. / Pittsburg",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
107,Joe Gaziano,"Scituate, Mass. / Xaverian Brothers","Scituate, Mass. / Xaverian Brothers","Scituate, Mass. / Xaverian Brothers",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
108,Earnest Brown IV,"Aubrey, Texas / Billy Ryan","Aubrey, Texas / Billy Ryan","Aubrey, Texas / Billy Ryan",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
109,Jordan Thompson,"Cincinnati, Ohio / LaSalle","Cincinnati, Ohio / LaSalle","Cincinnati, Ohio / LaSalle",Name,Hometown / High School,Hometown / High School,Hometown / High School,football,northwestern
0,Robbie White,"Glen Ellyn, Ill. / Glenbard West","Glen Ellyn, Ill. / Glenbard West","Glen Ellyn, Ill. / Glenbard West",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
1,Miha Miskovic,"Zemun, Serbia / Ridgewood","Zemun, Serbia / Ridgewood","Zemun, Serbia / Ridgewood",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
2,Andrew McLeod,"Overland Park, Kan. / Blue Valley North","Overland Park, Kan. / Blue Valley North","Overland Park, Kan. / Blue Valley North",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
3,Garrett Opperman,"Minneapolis, Minn. / Breck School","Minneapolis, Minn. / Breck School","Minneapolis, Minn. / Breck School",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
4,Richie Bennett,"Carmel, Ind. / Brebeuf Jesuit","Carmel, Ind. / Brebeuf Jesuit","Carmel, Ind. / Brebeuf Jesuit",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
5,Camden Buescher,"Toledo, Ohio / St. John's Jesuit","Toledo, Ohio / St. John's Jesuit","Toledo, Ohio / St. John's Jesuit",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
6,Bardia Kimiavi,"Reston, Va. / South Lakes","Reston, Va. / South Lakes","Reston, Va. / South Lakes",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
7,Mac Mazzola,"Chagrin Falls, Ohio / Chagrin Falls","Chagrin Falls, Ohio / Chagrin Falls","Chagrin Falls, Ohio / Chagrin Falls",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
8,Jose Del Valle,"Madrid, Spain / Colegio Suizo de Madrid","Madrid, Spain / Colegio Suizo de Madrid","Madrid, Spain / Colegio Suizo de Madrid",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
9,Tommy Katsiyiannis,"Eden Prairie, Minn. / Eden Prairie","Eden Prairie, Minn. / Eden Prairie","Eden Prairie, Minn. / Eden Prairie",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
10,Jake Roberge,"Murrysville, Pa. / Franklin Regional","Murrysville, Pa. / Franklin Regional","Murrysville, Pa. / Franklin Regional",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
11,Connor McCabe,"Scottsdale, Ariz. / Brophy Prep","Scottsdale, Ariz. / Brophy Prep","Scottsdale, Ariz. / Brophy Prep",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
12,Matt Moderwell,"Lake Forest, Ill. / Lake Forest","Lake Forest, Ill. / Lake Forest","Lake Forest, Ill. / Lake Forest",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
13,Max Silberg,"Pittsburgh, Penn. / Kiski Prep","Pittsburgh, Penn. / Kiski Prep","Pittsburgh, Penn. / Kiski Prep",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
14,Jayson Cyrus,"Edgewater, Md. / Bishop McDonough","Edgewater, Md. / Bishop McDonough","Edgewater, Md. / Bishop McDonough",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
15,Mattias Tomasino,"Miami, Fla. / Christopher Columbus","Miami, Fla. / Christopher Columbus","Miami, Fla. / Christopher Columbus",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
16,Sean Lynch,"Naperville, Ill. / Waubonsie Valley","Naperville, Ill. / Waubonsie Valley","Naperville, Ill. / Waubonsie Valley",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
17,Drew Viscomi,"Lookout Mountain, Tenn. / McCallie School","Lookout Mountain, Tenn. / McCallie School","Lookout Mountain, Tenn. / McCallie School",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
18,Ty Seager,"West Chicago, Ill. / Wheaton Academy","West Chicago, Ill. / Wheaton Academy","West Chicago, Ill. / Wheaton Academy",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
19,John Moderwell,"Lake Forest, Ill. / Lake Forest","Lake Forest, Ill. / Lake Forest","Lake Forest, Ill. / Lake Forest",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
20,Emmett Gordon,"Brookline, Mass. / Belmont Hill School","Brookline, Mass. / Belmont Hill School","Brookline, Mass. / Belmont Hill School",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
21,Spencer Howard,"Pacific Palisades, Calif. / Palisades Charter","Pacific Palisades, Calif. / Palisades Charter","Pacific Palisades, Calif. / Palisades Charter",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
22,Julian Zighelboim,"Coral Gables, Fla. / Ransom Everglades School","Coral Gables, Fla. / Ransom Everglades School","Coral Gables, Fla. / Ransom Everglades School",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
23,Ben Miller,"Woodbury, Minn. / Woodbury","Woodbury, Minn. / Woodbury","Woodbury, Minn. / Woodbury",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
24,Braden Thuraisingham,"Parkland, Fla. / Los Osos","Parkland, Fla. / Los Osos","Parkland, Fla. / Los Osos",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens soccer,northwestern
0,Molly Lansford,"Carrolton, Texas / Hebron","Carrolton, Texas / Hebron","Carrolton, Texas / Hebron",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
1,Mackenzie Wood,"Granger, Ind. / Penn","Granger, Ind. / Penn","Granger, Ind. / Penn",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
2,Maddy Lucas,"Plymouth, Mich. / Canton","Plymouth, Mich. / Canton","Plymouth, Mich. / Canton",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
3,Simmrin Dhaliwal,"Surrey, British Columbia, Canada / Panorama Ridge Secondary","Surrey, British Columbia, Canada / Panorama Ridge Secondary","Surrey, British Columbia, Canada / Panorama Ridge Secondary",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
4,Regan Steigleder,"Iowa City, Iowa / Iowa City West","Iowa City, Iowa / Iowa City West","Iowa City, Iowa / Iowa City West",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
5,Francesca Docters,"Larchmont, N.Y. / Hackley School","Larchmont, N.Y. / Hackley School","Larchmont, N.Y. / Hackley School",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
6,Haley Lawson,"Atlanta, Ga. / Marist School","Atlanta, Ga. / Marist School","Atlanta, Ga. / Marist School",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
7,Michele Chernesky,"Wauconda, Ill. / Mundelein","Wauconda, Ill. / Mundelein","Wauconda, Ill. / Mundelein",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
8,Abby Dein,"Glenview, Ill. / Glenbrook South","Glenview, Ill. / Glenbrook South","Glenview, Ill. / Glenbrook South",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
9,Kayleigh Stahlschmidt,"St. Charles, Mo. / Visitation Academy","St. Charles, Mo. / Visitation Academy","St. Charles, Mo. / Visitation Academy",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
10,Olivia Stone,"Austin, Texas / Regents School of Austin","Austin, Texas / Regents School of Austin","Austin, Texas / Regents School of Austin",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
11,Lauren McCaffrey,"San Clemente, Calif. / St. Margaret's Episcopal","San Clemente, Calif. / St. Margaret's Episcopal","San Clemente, Calif. / St. Margaret's Episcopal",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
12,Madison Donley,"Grand Rapids, Mich. / Forest Hills Central","Grand Rapids, Mich. / Forest Hills Central","Grand Rapids, Mich. / Forest Hills Central",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
13,Marisa Viggiano,"Macomb Township, Mich. / Macomb Dakota","Macomb Township, Mich. / Macomb Dakota","Macomb Township, Mich. / Macomb Dakota",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
14,Jenny Haskel,"Basking Ridge, N.J. / Ridge","Basking Ridge, N.J. / Ridge","Basking Ridge, N.J. / Ridge",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
15,Mikayla Hampton,"Cincinnati, Ohio / Wyoming","Cincinnati, Ohio / Wyoming","Cincinnati, Ohio / Wyoming",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
16,Kaylee Titus,"Sykesville, Md. / Century","Sykesville, Md. / Century","Sykesville, Md. / Century",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
17,Nia Harris,"Covina, Calif. / Flintridge Sacred Heart","Covina, Calif. / Flintridge Sacred Heart","Covina, Calif. / Flintridge Sacred Heart",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
18,Nikia Smith,"Bolingbrook, Ill. / Bolingbrook","Bolingbrook, Ill. / Bolingbrook","Bolingbrook, Ill. / Bolingbrook",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
19,Madi Kennel,"Redondo Beach, Calif. / Redondo Union","Redondo Beach, Calif. / Redondo Union","Redondo Beach, Calif. / Redondo Union",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
20,Brenna Lovera,"Milford, Mich. / Milford","Milford, Mich. / Milford","Milford, Mich. / Milford",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
21,Hannah Davison,"Geneva, Ill. / Geneva Community H.S.","Geneva, Ill. / Geneva Community H.S.","Geneva, Ill. / Geneva Community H.S.",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
22,Kylie Fisher,"Scottsdale, Ariz. / Chaparral","Scottsdale, Ariz. / Chaparral","Scottsdale, Ariz. / Chaparral",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
23,Chloe McGhee,"Saratoga, Calif. / Saratoga","Saratoga, Calif. / Saratoga","Saratoga, Calif. / Saratoga",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
24,Kayla Sharples,"Naperville, Ill. / Naperville North","Naperville, Ill. / Naperville North","Naperville, Ill. / Naperville North",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
25,Cherish Anderson,"Plano, Texas / John Paul II","Plano, Texas / John Paul II","Plano, Texas / John Paul II",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
26,Olivia Korhonen,"Bethesda, Md. / Maret School","Bethesda, Md. / Maret School","Bethesda, Md. / Maret School",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
27,Aspyn Repp,"Lake Bluff, Ill. / Loyola Academy","Lake Bluff, Ill. / Loyola Academy","Lake Bluff, Ill. / Loyola Academy",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
28,Julietta Thron,"Caldwell, N.J. / Dwight-Englewood","Caldwell, N.J. / Dwight-Englewood","Caldwell, N.J. / Dwight-Englewood",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens soccer,northwestern
0,Ishwari Dasgupta,"New Delhi, India",Vassant Valley School,Vassant Valley School,Name,Hometown,High School,High School,womens cross country,northwestern
1,Amanda Davis,"Phoenix, Ariz.",Desert Vista,Desert Vista,Name,Hometown,High School,High School,womens cross country,northwestern
2,Vanessa Garcia,"Chicago, Ill.",Hubbard,Hubbard,Name,Hometown,High School,High School,womens cross country,northwestern
3,Hannah Hall,"Santa Ana, Calif.",Foothill,Foothill,Name,Hometown,High School,High School,womens cross country,northwestern
4,Sielle Kearney,"Traverse City, Mich.",Traverse City Central,Traverse City Central,Name,Hometown,High School,High School,womens cross country,northwestern
5,Grace Kelly,"Cincinnati, Ohio",Ursuline Academy,Ursuline Academy,Name,Hometown,High School,High School,womens cross country,northwestern
6,Ashley Ko,"Traverse City, Mich.",Traverse City Central,Traverse City Central,Name,Hometown,High School,High School,womens cross country,northwestern
7,Rachel McCardell,"Bloomfield Village, Mich.",Seaholm,Seaholm,Name,Hometown,High School,High School,womens cross country,northwestern
8,Sara McCoy,"Chicago, Ill.",Northside,Northside,Name,Hometown,High School,High School,womens cross country,northwestern
9,Sarah Nicholson,"Wildwood, Mo.",Lafayette,Lafayette,Name,Hometown,High School,High School,womens cross country,northwestern
10,Kelly O'Brien,"Palatine, Ill.",Palatine,Palatine,Name,Hometown,High School,High School,womens cross country,northwestern
11,Mary Orders,"Moraga, Calif.",Campolindo,Campolindo,Name,Hometown,High School,High School,womens cross country,northwestern
12,Jazmine Reyes,"Aurora, Ill.",Aurora East,Aurora East,Name,Hometown,High School,High School,womens cross country,northwestern
13,Aubrey Roberts,"Eau Claire, Wis.",Memorial,Memorial,Name,Hometown,High School,High School,womens cross country,northwestern
14,Mary Schoonover,"Woodbury, Minn.",Visitation,Visitation,Name,Hometown,High School,High School,womens cross country,northwestern
15,Isabel Seidel,"Nashotah, Wis.",University Lake,University Lake,Name,Hometown,High School,High School,womens cross country,northwestern
16,Hannah Tobin,"Lake Forest, Calif.",El Toro,El Toro,Name,Hometown,High School,High School,womens cross country,northwestern
17,Olivia Verbeke,"Appleton, Wis.",Fox Valley Lutheran,Fox Valley Lutheran,Name,Hometown,High School,High School,womens cross country,northwestern
18,Mackenzie Wilson,"St Augustine, Fla.",The Bolles School,The Bolles School,Name,Hometown,High School,High School,womens cross country,northwestern
0,Yannick Artigolle,Hong Kong / Loretto School (Scotland),Hong Kong / Loretto School (Scotland),Hong Kong / Loretto School (Scotland),Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
1,Lucas Becht,"Brussels, Belgium / Wellington College (England)","Brussels, Belgium / Wellington College (England)","Brussels, Belgium / Wellington College (England)",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
2,Pete Griffith,"Westlake Village, Calif. / Oaks Christian","Westlake Village, Calif. / Oaks Christian","Westlake Village, Calif. / Oaks Christian",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
3,Everton Hawkins,"Irvine, Calif. / Beckman","Irvine, Calif. / Beckman","Irvine, Calif. / Beckman",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
4,Ryan Lumsden,"London, England / Wellington College","London, England / Wellington College","London, England / Wellington College",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
5,Eric McIntosh,"Edinburgh, Scotland / Stewart's Melville College","Edinburgh, Scotland / Stewart's Melville College","Edinburgh, Scotland / Stewart's Melville College",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
6,Harrison Murphy,"McKinney, Texas / McKinney Boyd","McKinney, Texas / McKinney Boyd","McKinney, Texas / McKinney Boyd",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
7,David Nyfjäll,"Uppsala, Sweden / Celsiusskolan","Uppsala, Sweden / Celsiusskolan","Uppsala, Sweden / Celsiusskolan",Name,Hometown / High School,Hometown / High School,Hometown / High School,mens golf,northwestern
0,MacKenzie Hawkes,"Madison, Conn. / Westminster School","Madison, Conn. / Westminster School","Madison, Conn. / Westminster School",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
1,Stephanie Lau,"Fullerton, Calif. / Valley Christian","Fullerton, Calif. / Valley Christian","Fullerton, Calif. / Valley Christian",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
2,Jane Lu,"Shanghai, China / Shanghai American School Puxi","Shanghai, China / Shanghai American School Puxi","Shanghai, China / Shanghai American School Puxi",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
3,Janet Mao,"Johns Creek, Ga. / Johns Creek","Johns Creek, Ga. / Johns Creek","Johns Creek, Ga. / Johns Creek",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
4,Monica Matsubara,"Singapore, Singapore / Singapore American School","Singapore, Singapore / Singapore American School","Singapore, Singapore / Singapore American School",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
5,Louise McCulloch,"Wilmette, Ill. / New Trier","Wilmette, Ill. / New Trier","Wilmette, Ill. / New Trier",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
6,Brooke Riley,"Manteca, Calif. / East Union","Manteca, Calif. / East Union","Manteca, Calif. / East Union",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
7,Kelly Sim,"Edgewater, N.J. / Academy of the Holy Angels","Edgewater, N.J. / Academy of the Holy Angels","Edgewater, N.J. / Academy of the Holy Angels",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
8,Kelly Su,"Scottsdale, Ariz. / Chaparral","Scottsdale, Ariz. / Chaparral","Scottsdale, Ariz. / Chaparral",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
9,Julia Tournant,"Paris, France / Lycée Jean de la Fontaine","Paris, France / Lycée Jean de la Fontaine","Paris, France / Lycée Jean de la Fontaine",Name,Hometown / High School,Hometown / High School,Hometown / High School,womens golf,northwestern
0,Manu Bacarizo,"El Ejido, Spain  / SEK Alborán","El Ejido, Spain  / SEK Alborán","El Ejido, Spain  / SEK Alborán",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
1,Henry Blaul,"Marina, Calif.  / York","Marina, Calif.  / York","Marina, Calif.  / York",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
2,Keegan Bundy,"Denver, Colo. / South","Denver, Colo. / South","Denver, Colo. / South",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
3,Robert Cecil,"Tampa, Fla. / Berkeley Prep","Tampa, Fla. / Berkeley Prep","Tampa, Fla. / Berkeley Prep",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
4,Jeffrey Durmer,"Atlanta, Ga. / St. Pius X","Atlanta, Ga. / St. Pius X","Atlanta, Ga. / St. Pius X",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
5,Yohan Eskrick-Parkinson,"Alberta, Canada / National Sport School","Alberta, Canada / National Sport School","Alberta, Canada / National Sport School",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
6,Liam Gately,"Berthoud, Colo. / Thompson Valley","Berthoud, Colo. / Thompson Valley","Berthoud, Colo. / Thompson Valley",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
7,Patrick Gridley,"Wilmette, Ill.  / New Trier","Wilmette, Ill.  / New Trier","Wilmette, Ill.  / New Trier",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
8,Ryan Gridley,"Wilmette, Ill.  / New Trier","Wilmette, Ill.  / New Trier","Wilmette, Ill.  / New Trier",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
9,Justin Hanson,"Newport Beach, Calif. / Corona del Mar","Newport Beach, Calif. / Corona del Mar","Newport Beach, Calif. / Corona del Mar",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
10,Will Hofstadter,"Irvine, Calif. / University High School","Irvine, Calif. / University High School","Irvine, Calif. / University High School",Name,Hometown/High School,Hometown/High School,Hometown/High School,mens swimming,northwestern
