,name,hometown,high school?,sport,college
229,Cannon Clough,"Charlotte, N.C.",Charlotte Latin School,womens soccer,north_carolina
230,Laura Sparling,"Chapel Hill, N.C.",Carrboro,womens soccer,north_carolina
231,Andrew Brooks,"Raleigh, N.C.",Broughton,mens cross country,north_carolina
232,Jeremy Brown,"Raleigh, N.C.",Broughton,mens cross country,north_carolina
233,Logan Carroll,"Gig Harbor, Wash.",Gig Harbor,mens cross country,north_carolina
234,Carl Geiger,"Apex, N.C.",Apex,mens cross country,north_carolina
235,Jake McEneaney,"Naperville, Ill.",Neuqua Valley,mens cross country,north_carolina
236,Alex Milligan,"State College, Pa.",State College,mens cross country,north_carolina
237,Sam Miner,"Chapel Hill, N.C.",East Chapel Hill,mens cross country,north_carolina
238,Brodie Modini,"Queensland, Australia",St. Andrew's Anglican College,mens cross country,north_carolina
239,Ian Moini,"Princeton, N.J.",Pennington School,mens cross country,north_carolina
240,Mark Myers,"Lake Forest, Ill.",Lake Forest,mens cross country,north_carolina
241,Connor Peeples,"Raleigh, N.C.",Cardinal Gibbons,mens cross country,north_carolina
242,Henry Pehr,"Cary, N.C.",Green Hope,mens cross country,north_carolina
243,Luke Peterson,"Treasure Island, Fla.",Shorecrest Preparatory School,mens cross country,north_carolina
244,Christian Pigues,"Los Angeles, Calif.",Rolesville,mens cross country,north_carolina
245,Mitch Resor,"Charlotte, N.C.",Weddington,mens cross country,north_carolina
246,Matt Thornton,"Cary, N.C.",Cary,mens cross country,north_carolina
247,Brandon Tubby,"Hillsborough, N.J.",Hillsborough,mens cross country,north_carolina
248,Caroline Alcorta,"Springfield, Va.",West Springfield,womens cross country,north_carolina
249,Emma Astrike-Davis,"Durham, N.C.",Cary Academy,womens cross country,north_carolina
250,Charlotte Bassett,"Melbourne, Australia",The MacRobertson Girls' High School,womens cross country,north_carolina
251,Mady Clahane,"Mechanicsburg, Pa.",Cumberland Valley,womens cross country,north_carolina
252,Blake Dodge,"Beaufort, N.C.",West Carteret,womens cross country,north_carolina
253,Erin Edmundson,"Prospect, Ky.",North Oldham,womens cross country,north_carolina
254,Casey Greenwalt,"Asheville, N.C.",TC Roberson,womens cross country,north_carolina
255,Morgan Ilse,"Dunwoody, Ga.",Marist,womens cross country,north_carolina
256,Madeline Kraft,"Winston-Salem, N.C.",Mount Tabor,womens cross country,north_carolina
257,Lindsey Lanier,"Charlotte, N.C.",Providence Senior,womens cross country,north_carolina
258,Kathryn Mayo,"Charlottesville, Va.",Albemarle,womens cross country,north_carolina
259,Lauren Moody,"Asheville, N.C.",T.C. Roberson,womens cross country,north_carolina
260,Blair Ramsey,"Greensboro, N.C.",Grimsley,womens cross country,north_carolina
261,Tasha Regan,"Huntersville, N.C.",Hopewell,womens cross country,north_carolina
262,Ashley Smith,"Clemmons, N.C.",West Forsyth,womens cross country,north_carolina
263,Mason Elmore,"Charlotte, N.C.",Ardrey Kell,mens golf,north_carolina
264,Preyer Fountain,"Raleigh, N.C.",Broughton,mens golf,north_carolina
265,Ryan Gerard,"Raleigh, N.C.",Ravenscroft,mens golf,north_carolina
266,Ben Griffin,"Chapel Hill, N.C.",East Chapel Hill,mens golf,north_carolina
267,Austin Hitt,"Longwood, Fla.",Lake Mary HS,mens golf,north_carolina
268,Joshua Martin,"Pinehurst, N.C.","Pinecrest (Southern Pines, N.C.)",mens golf,north_carolina
269,Jose Montaño,"Cochabamba, Bolivia","IMG Academy, Bradenton, Fla.",mens golf,north_carolina
270,William Register,"Burlington, N.C.",Walter Williams,mens golf,north_carolina
271,Tailin Song,"Rancho Santa Fe, Calif.","Torrey Pines (San Diego, Calif.)",mens golf,north_carolina
272,Ava Bergner,"Ketsch, Germany",St. Leon-Rot,womens golf,north_carolina
273,Bryana Nguyen,"Columbia, Md.",Atholton,womens golf,north_carolina
274,Mariana Ocano,"St. Petersburg, Fla.",St. Petersburg,womens golf,north_carolina
275,Clementina Rodriguez,"Caracas, Venezuela",Heritage Academy,womens golf,north_carolina
276,Roshnee Sharma,"Charlotte, NC",Providence Day School,womens golf,north_carolina
277,Brynn Walker,"St. David's, Pa.",Radnor,womens golf,north_carolina
278,Kelly Whaley,"Farmington, Conn.",Heritage Academy,womens golf,north_carolina
279,Cheni Xu,"Zhuhai, China",Saint Stephen's College,womens golf,north_carolina
280,Valdas Abaliksta,"Miglovaros, Lithuania",Juliaus Janonio Gymnasium,mens swimming,north_carolina
281,Bryan Allen,"San Jose, Calif.",Santa Teresa High School,mens swimming,north_carolina
282,Devin Bellamy,"Denver, Colo.",Eaglecrest High School,mens swimming,north_carolina
283,Tom Bilden,"Chapel Hill, N.C.",Carrboro,mens swimming,north_carolina
284,Greg Brocato,"Ambler, Pa.",La Salle College,mens swimming,north_carolina
285,Sean Burston,"Stamford, Conn.",Westhill,mens swimming,north_carolina
286,Bailey Burt,"Charlotte, N.C.",Providence Day School,mens swimming,north_carolina
287,Noah Cairns,"Chapel Hill, N.C.","Cardinal Gibbons (Raleigh, N.C.)",mens swimming,north_carolina
288,Henry Campbell,"Manassas, Va.",Osbourn,mens swimming,north_carolina
289,J.T. Casey,"Greenville, N.C.",J.H. Rose,mens swimming,north_carolina
290,Collier Cobb,"Raleigh, N.C.",St. Thomas More Academy,mens swimming,north_carolina
291,James Courtney,"Mobile, Ala.",St. Paul’s Episcopal School,mens swimming,north_carolina
292,Patrick Cusick,"Alpharetta, Ga.",Alpharetta,mens swimming,north_carolina
293,Dimitrios Dimitriou,"Athens, Greece",Protypo Ahtinon,mens swimming,north_carolina
294,Greg Duncan,"Oakton, Va.",James Madison,mens swimming,north_carolina
295,Craig Emslie,"Cape Town, South Africa",Rondebosch Boys' High School,mens swimming,north_carolina
296,Brendan Feehery,"Flower Mound, Texas",Jesuit College Preparatory School of Dallas,mens swimming,north_carolina
297,Andrew Heise,"Ann Arbor, Mich.",Ann Arbor Pioneer,mens swimming,north_carolina
298,Tyler Hill,"Chappaqua, N.Y.",Horace Greeley,mens swimming,north_carolina
299,Alvin Jiang,"Colleyville, Texas",Cistercian Preparatory School,mens swimming,north_carolina
300,Daniel Koenigsperger,"Auckland, New Zealand",Sacred Heart College,mens swimming,north_carolina
301,Nick Loomis,"St. Augustine, Fla.",St. Augustine,mens swimming,north_carolina
302,Coleman Manchester,"Huntersville, N.C.",William Amos Hough,mens swimming,north_carolina
303,Michael McBryan,"Doylestown, Pa.",La Salle College High School,mens swimming,north_carolina
304,Jack Messenger,"Raleigh, N.C.",Needham Broughton,mens swimming,north_carolina
305,Andrew Owsiany,"Spring City, Pa.",The Episcopal Academy,mens swimming,north_carolina
306,Nick Palmer,"Peachtree City, Ga.",Starr's Mill,mens swimming,north_carolina
307,Philip Perdue,"Greenville, N.C.",J.H. Rose,mens swimming,north_carolina
308,Hans Schroeder,"Port Charlotte, Fla.",Charlotte,mens swimming,north_carolina
309,Austin Sellers,"Tampa, Fla.",Jesuit,mens swimming,north_carolina
